SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,306 N Columbus St,Alexandria,VA,22314,1475000,4,2.5,OLD TOWN,2077,2200,1900,37,710,,Active,,,https://www.redfin.com/VA/Alexandria/306-N-Columbus-St-22314/home/11840965,BRIGHT MLS,VAAX2012406,N,Y,38.8077892,-77.0477325
PAST SALE,July-15-1986,Single Family Residential,14 W Glendale Ave,Alexandria,VA,22301,1475000,4,3.0,TEMPLE PARK,2708,7500,1920,1,545,,Pending,,,https://www.redfin.com/VA/Alexandria/14-W-Glendale-Ave-22301/home/11845830,BRIGHT MLS,VAAX2013840,N,Y,38.8160229,-77.0638892
MLS Listing,,Single Family Residential,3307 Elmore Dr,Alexandria,VA,22302,1475000,5,4.5,BEVERLY HILLS,3252,6780,1939,40,454,,Contingent,,,https://www.redfin.com/VA/Alexandria/3307-Elmore-Dr-22302/home/11850151,BRIGHT MLS,VAAX2009864,N,Y,38.8354803,-77.0743669
PAST SALE,,Single Family Residential,901 Alfred St N,Alexandria,VA,22314,1450000,1,3.0,OLD TOWN,4000,7306,1960,400,363,,Pending,,,https://www.redfin.com/VA/Alexandria/901-N-Alfred-St-22314/home/52416609,BRIGHT MLS,1000156331,N,Y,38.814516,-77.046956
PAST SALE,,Multi-Family (2-4 Unit),901 Alfred St,Alexandria,VA,22314,1450000,,,OLD TOWN,3500,7306,1960,400,414,,Pending,,,https://www.redfin.com/VA/Alexandria/901-S-Alfred-St-22314/home/146790713,BRIGHT MLS,1000156339,N,Y,38.7961587,-77.0511666
PAST SALE,December-16-1992,Single Family Residential,4115 N Garland St,Alexandria,VA,22304,1450000,5,3.5,SEMINARY RIDGE,4402,14766,1977,7,329,,Pending,,,https://www.redfin.com/VA/Alexandria/4115-N-Garland-St-22304/home/11853087,BRIGHT MLS,VAAX2009862,N,Y,38.8162088,-77.0956792
PAST SALE,December-17-2021,Single Family Residential,4013 Colonial Ave,Alexandria,VA,22309,1450000,4,4.5,COLONIAL ACRES,4369,21800,2022,124,332,,Pending,,,https://www.redfin.com/VA/Alexandria/4013-Colonial-Ave-22309/home/9826224,BRIGHT MLS,VAFX2027362,N,Y,38.7193493,-77.1013438
MLS Listing,,Single Family Residential,4013 Fort Worth Ave,Alexandria,VA,22304,1429500,4,3.5,SEMINARY RIDGE,4488,10384,1973,17,319,,Active,,,https://www.redfin.com/VA/Alexandria/4013-Fort-Worth-Ave-22304/home/11853263,BRIGHT MLS,VAAX2011574,N,Y,38.815923,-77.0995905
PAST SALE,April-17-2001,Townhouse,207 Cameron St,Alexandria,VA,22314,1425000,3,2.5,OLD TOWN HISTORIC,2264,1220,1870,5,629,,Pending,,,https://www.redfin.com/VA/Alexandria/207-Cameron-St-22314/home/11842851,BRIGHT MLS,VAAX245456,N,Y,38.8057167,-77.0415368
MLS Listing,,Single Family Residential,605 Franklin St,Alexandria,VA,22314,1400000,3,1.5,OLD TOWN ALEXANDRIA,2090,1880,1954,68,670,,Contingent,,,https://www.redfin.com/VA/Alexandria/605-Franklin-St-22314/home/43475703,BRIGHT MLS,VAAX2011200,N,Y,38.7982899,-77.0476987
MLS Listing,,Single Family Residential,2911 Holly St,Alexandria,VA,22305,1400000,4,2.5,MOUNT IDA,2568,29185,1920,267,545,,Active,,,https://www.redfin.com/VA/Alexandria/2911-Holly-St-22305/home/11847154,BRIGHT MLS,VAAX2003728,N,Y,38.8327743,-77.0652833
MLS Listing,,Single Family Residential,7105 Judith Ave,Alexandria,VA,22315,1399999,5,4.5,WINDSOR ESTATES,4703,23689,2022,645,298,,Active,,,https://www.redfin.com/VA/Alexandria/7105-Judith-Ave-22315/home/9785035,BRIGHT MLS,VAFX1141258,N,Y,38.7632779,-77.1581251
MLS Listing,,Single Family Residential,5811 Colfax Ave,Alexandria,VA,22311,1399999,5,4.5,THE PALISADES,6335,11629,1985,18,221,,Active,,,https://www.redfin.com/VA/Alexandria/5811-Colfax-Ave-22311/home/9654872,BRIGHT MLS,VAFX2071002,N,Y,38.8368866,-77.1316631
MLS Listing,,Townhouse,318 N Royal St,Alexandria,VA,22314,1399000,3,2.5,OLD TOWN ALEXANDRIA,2067,2034,1870,6,677,,Contingent,,,https://www.redfin.com/VA/Alexandria/318-N-Royal-St-22314/home/11841705,BRIGHT MLS,VAAX2012082,N,Y,38.8076268,-77.043156
MLS Listing,,Townhouse,2304 Main Line Blvd,Alexandria,VA,22301,1399000,4,4.5,POTOMAC YARD,3428,1783,2013,19,408,100,Contingent,,,https://www.redfin.com/VA/Alexandria/2304-Main-Line-Blvd-22301/home/49794587,BRIGHT MLS,VAAX2012974,N,Y,38.8270801,-77.0496327
MLS Listing,,Single Family Residential,7117 Fort Hunt Rd,Alexandria,VA,22307,1399000,5,4.0,MARLAN FOREST,3500,35478,1974,3,400,,Active,,,https://www.redfin.com/VA/Alexandria/7117-Fort-Hunt-Rd-22307/home/9796084,BRIGHT MLS,VAFX2071036,N,Y,38.7615531,-77.0590998
MLS Listing,,Condo/Co-op,115 N Lee St Unit BH402,Alexandria,VA,22314,1399000,3,3.0,TORPEDO FACTORY,2010,,1985,32,696,1088,Active,,,https://www.redfin.com/VA/Alexandria/115-N-Lee-St-22314/unit-BH402/home/22669495,BRIGHT MLS,VAAX2012672,N,Y,38.8048748,-77.0410195
PAST SALE,April-17-1992,Single Family Residential,505 Hilltop Ter,Alexandria,VA,22301,1395000,3,3.5,GEORGE WASHINGTON PARK,2714,5000,1937,6,514,,Pending,,,https://www.redfin.com/VA/Alexandria/505-Hilltop-Ter-22301/home/11848045,BRIGHT MLS,VAAX2013536,N,Y,38.8104993,-77.0691057
MLS Listing,,Townhouse,13 Wilkes,Alexandria,VA,22314,1389000,2,2.5,HARBORSIDE,2012,,1993,26,690,609,Active,,,https://www.redfin.com/VA/Alexandria/13-Wilkes-St-22314/home/11871651,BRIGHT MLS,VAAX2012178,N,Y,38.7999356,-77.040606
MLS Listing,,Townhouse,1323 Wilkes St,Alexandria,VA,22314,1385000,3,4.5,ALEXANDRIA GATEWAY,2451,1290,2016,19,565,194,Active,,,https://www.redfin.com/VA/Alexandria/1323-Wilkes-St-22314/home/110302200,BRIGHT MLS,VAAX2013298,N,Y,38.8018136,-77.0549173
MLS Listing,,Single Family Residential,6015 Kathmoor Dr,Alexandria,VA,22310,1375000,6,4.5,KATHMOOR,5062,39942,2011,11,272,,Active,,,https://www.redfin.com/VA/Alexandria/6015-Kathmoor-Dr-22310/home/9753262,BRIGHT MLS,VAFX2070592,N,Y,38.7806481,-77.1426517
Redfin Data,,Townhouse,719 Bracey Ln,Alexandria,VA,22314,1375000,3,3.5,Alexandria,3737,1232,2006,1,368,165,Pre On-Market,,,https://www.redfin.com/VA/Alexandria/719-Bracey-Ln-22314/home/11878104,Coming Soon,85772,N,Y,38.8274412,-77.0451575
PAST SALE,August-23-2004,Single Family Residential,1102 Gatewood Dr,Alexandria,VA,22307,1369000,5,3.5,VILLAMAY,3715,20066,1961,2,369,,Pending,,,https://www.redfin.com/VA/Alexandria/1102-Gatewood-Dr-22307/home/9796396,BRIGHT MLS,VAFX2065880,N,Y,38.7558886,-77.0509145
MLS Listing,,Townhouse,1819 Potomac Greens Dr,Alexandria,VA,22314,1365000,4,3.5,POTOMAC GREENS,3680,1500,2006,47,371,165,Contingent,,,https://www.redfin.com/VA/Alexandria/1819-Potomac-Greens-Dr-22314/home/11878009,BRIGHT MLS,VAAX2011976,N,Y,38.829626,-77.045354
MLS Listing,,Single Family Residential,8704 Eaglebrook Ct,Alexandria,VA,22308,1350000,5,3.0,WAYNEWOOD,3927,18924,1966,17,344,,Contingent,,,https://www.redfin.com/VA/Alexandria/8704-Eaglebrook-Ct-22308/home/9828726,BRIGHT MLS,VAFX2070604,N,Y,38.7215049,-77.0454949
PAST SALE,October-28-2011,Single Family Residential,18 W Braddock Rd,Alexandria,VA,22301,1350000,4,4.5,TEMPLE PARK,2959,5671,1939,5,456,,Pending,,,https://www.redfin.com/VA/Alexandria/18-W-Braddock-Rd-22301/home/11845738,BRIGHT MLS,VAAX2012982,N,Y,38.8167414,-77.064204
PAST SALE,April-18-2014,Single Family Residential,702 Kings Ct,Alexandria,VA,22302,1350000,4,3.5,THE SUMMIT,3174,8001,1977,2,425,,Pending,,,https://www.redfin.com/VA/Alexandria/702-Kings-Ct-22302/home/11860286,BRIGHT MLS,VAAX2012868,N,Y,38.8152729,-77.0718937
PAST SALE,July-27-1999,Single Family Residential,708 W Braddock Rd,Alexandria,VA,22302,1350000,5,3.5,BRADDOCK HEIGHTS,3549,13204,1950,4,380,,Pending,,,https://www.redfin.com/VA/Alexandria/708-W-Braddock-Rd-22302/home/11849429,BRIGHT MLS,VAAX2012182,N,Y,38.8224513,-77.0724783
MLS Listing,,Townhouse,605 Slade Ct,Alexandria,VA,22314,1349000,3,3.5,THE PARK RESIDENCES,2600,1045,2019,5,519,152,Active,,,https://www.redfin.com/VA/Alexandria/605-Slade-Ct-22314/home/113546564,BRIGHT MLS,VAAX2013360,N,Y,38.81169,-77.0496327
PAST SALE,May-29-1998,Townhouse,621 S Pitt St,Alexandria,VA,22314,1325000,3,3.0,YATES GARDENS,2010,2042,1976,1,659,,Pending,,,https://www.redfin.com/VA/Alexandria/621-S-Pitt-St-22314/home/11841237,BRIGHT MLS,VAAX2011740,N,Y,38.7983393,-77.0463494
MLS Listing,,Single Family Residential,909 N Overlook Dr,Alexandria,VA,22305,1325000,4,2.5,OVERLOOK ESTATES,3004,8854,1959,4,441,,Active,,,https://www.redfin.com/VA/Alexandria/909-N-Overlook-Dr-22305/home/11850445,BRIGHT MLS,VAAX2013638,N,Y,38.8388412,-77.0774695
MLS Listing,,Single Family Residential,4311 Mission Ct,Alexandria,VA,22310,1300000,6,5.0,MISSION HEIGHTS,6274,12820,1996,20,207,21,Active,,,https://www.redfin.com/VA/Alexandria/4311-Mission-Ct-22310/home/9789097,BRIGHT MLS,VAFX2065028,N,Y,38.7765747,-77.1068733
MLS Listing,,Single Family Residential,5861 Governors Hill Dr,Alexandria,VA,22310,1299000,6,5.0,GOVERNORS HILL,5205,5565,2003,10,250,85,Active,,,https://www.redfin.com/VA/Alexandria/5861-Governors-Hill-Dr-22310/home/9835729,BRIGHT MLS,VAFX2071970,N,Y,38.7904508,-77.0860576
MLS Listing,,Townhouse,1318 Van Valkenburgh Ln,Alexandria,VA,22301,1299000,3,3.5,POTOMAC YARD,3747,2030,2016,40,347,116,Active,,,https://www.redfin.com/VA/Alexandria/1318-Van-Valkenburgh-Ln-22301/home/49794502,BRIGHT MLS,VAAX2012064,N,Y,38.8186557,-77.0524706
MLS Listing,,Single Family Residential,2707 N Rosser St,Alexandria,VA,22311,1295500,5,4.5,HAMPTON ROW,3896,22799,2018,55,333,,Contingent,,,https://www.redfin.com/VA/Alexandria/2707-N-Rosser-St-22311/home/40462339,BRIGHT MLS,VAAX2011718,N,Y,38.8368249,-77.1215725
MLS Listing,,Single Family Residential,3100 Wilson Ave,Alexandria,VA,22305,1295000,4,3.5,DEL RAY,2980,4899,1950,32,435,,Active,,,https://www.redfin.com/VA/Alexandria/3100-Wilson-Ave-22305/home/11844854,BRIGHT MLS,VAAX2012446,N,Y,38.8325743,-77.0577731
MLS Listing,,Single Family Residential,3000 Wessynton Way,Alexandria,VA,22309,1295000,5,3.0,WESSYNTON,3305,16644,1969,24,392,75,Contingent,,,https://www.redfin.com/VA/Alexandria/3000-Wessynton-Way-22309/home/9828141,BRIGHT MLS,VAFX2069058,N,Y,38.7188371,-77.0823707
PAST SALE,August-31-2004,Single Family Residential,4016 Featherstone Pl,Alexandria,VA,22304,1295000,4,3.0,SEMINARY RIDGE,3802,12536,1973,8,341,,Pending,,,https://www.redfin.com/VA/Alexandria/4016-Featherstone-Pl-22304/home/11853176,BRIGHT MLS,VAAX2010184,N,Y,38.813717,-77.0953195
MLS Listing,,Townhouse,617 S Pitt St,Alexandria,VA,22314,1295000,3,4.5,YATES GARDENS,1928,1752,1800,46,672,,Active,,,https://www.redfin.com/VA/Alexandria/617-S-Pitt-St-22314/home/11841234,BRIGHT MLS,VAAX2011810,N,Y,38.7985189,-77.0462482
MLS Listing,,Condo/Co-op,312 S Washington St #302,Alexandria,VA,22314,1290000,3,2.5,OLD TOWN ALEXANDRIA,1694,,2021,185,762,605,Active,,,https://www.redfin.com/VA/Alexandria/312-S-Washington-St-22314/unit-302/home/177360255,BRIGHT MLS,VAAX2005878,N,Y,38.8022764,-77.0472265
MLS Listing,,Condo/Co-op,1201 N Royal St #214,Alexandria,VA,22314,1288000,2,2.0,Alexandria,1655,,2022,251,778,1442,Active,,,https://www.redfin.com/VA/Alexandria/1201-N-Royal-St-22314/unit-214/home/176554942,BRIGHT MLS,VAAX2004376,N,Y,38.8174228,-77.0403898
New Construction Plan,,Condo/Co-op,Residence 214,Alexandria,VA,22314,1288000,2,2.0,Muse Old Town,1655,,,,778,,Active,,,https://www.redfin.com/VA/Alexandria/Muse-Old-Town/Residence-214/home/177867852,NewHomeSource.com,Plan-191944944,N,Y,38.816544,-77.0396838
MLS Listing,,Single Family Residential,2400 Lakeshire Dr,Alexandria,VA,22308,1275000,4,3.5,MANORS AT,3989,10800,1992,11,320,,Active,,,https://www.redfin.com/VA/Alexandria/2400-Lakeshire-Dr-22308/home/9819876,BRIGHT MLS,VAFX2069440,N,Y,38.7320663,-77.0729279
MLS Listing,,Single Family Residential,3207 Cameron Mills Rd,Alexandria,VA,22302,1250000,4,3.5,BEVERLY HILLS,3107,8979,1945,32,402,,Contingent,,,https://www.redfin.com/VA/Alexandria/3207-Cameron-Mills-Rd-22302/home/11850171,BRIGHT MLS,VAAX2012484,N,Y,38.8344313,-77.0757608
PAST SALE,December-11-2002,Single Family Residential,8419 W Boulevard Dr,Alexandria,VA,22308,1250000,5,3.0,COLLINGWOOD ON THE POTOM,3676,22673,1976,4,340,,Pending,,,https://www.redfin.com/VA/Alexandria/8419-W-Boulevard-Dr-22308/home/9820743,BRIGHT MLS,VAFX2062532,N,Y,38.7281639,-77.0435159
MLS Listing,,Townhouse,2812 Telek Pl,Alexandria,VA,22314,1250000,4,4.5,EISENHOWER SQUARE,2908,1325,2020,12,430,174,Active,,,https://www.redfin.com/VA/Alexandria/2812-Telek-Pl-22314/home/171305779,BRIGHT MLS,VAAX2013280,N,Y,38.8039219,-77.0814264
MLS Listing,,Single Family Residential,303 Kentucky Ave,Alexandria,VA,22305,1250000,5,3.5,BEVERLY HILLS,3053,4628,1938,34,409,,Contingent,,,https://www.redfin.com/VA/Alexandria/303-Kentucky-Ave-22305/home/11849086,BRIGHT MLS,VAAX2011980,N,Y,38.8369682,-77.0664975
MLS Listing,,Single Family Residential,4121 Fort Worth Pl,Alexandria,VA,22304,1250000,4,3.5,SEMINARY RIDGE,2975,10942,1973,4,420,,Active,,,https://www.redfin.com/VA/Alexandria/4121-Fort-Worth-Pl-22304/home/11853073,BRIGHT MLS,VAAX2013796,N,Y,38.8161688,-77.0967582
PAST SALE,,Condo/Co-op,1201 N Royal St #705,Alexandria,VA,22314,1249000,1,2.0,Alexandria,1220,,2021,38,1024,1088,Pending,,,https://www.redfin.com/VA/Alexandria/1201-N-Royal-St-22314/unit-705/home/179259679,BRIGHT MLS,VAAX2012304,N,Y,38.8174228,-77.0403898
MLS Listing,,Single Family Residential,8417 Conover Pl,Alexandria,VA,22308,1249000,6,5.5,WAYNEWOOD,4058,10623,2020,13,308,,Contingent,,,https://www.redfin.com/VA/Alexandria/8417-Conover-Pl-22308/home/9820339,BRIGHT MLS,VAFX2072058,N,Y,38.7275744,-77.0533207
PAST SALE,,Condo/Co-op,1201 N Royal St #508,Alexandria,VA,22314,1248000,2,2.0,Alexandria,1394,,2022,114,895,1315,Pending,,,https://www.redfin.com/VA/Alexandria/1201-N-Royal-St-22314/unit-508/home/173654481,BRIGHT MLS,VAAX253102,N,Y,38.8174228,-77.0403898
PAST SALE,,Single Family Residential,2924 Argyle Dr,Alexandria,VA,22305,1245000,5,4.0,MONTICELLO PARK,2966,8917,1941,22,420,,Pending,,,https://www.redfin.com/VA/Alexandria/2924-Argyle-Dr-22305/home/11848767,BRIGHT MLS,VAAX2012284,N,Y,38.8327206,-77.0683862
New Construction Plan,,Condo/Co-op,Residence C3,Alexandria,VA,22314,1233000,2,2.0,Muse Old Town,1394,,,,885,,Active,,,https://www.redfin.com/VA/Alexandria/Muse-Old-Town/Residence-C3/home/174330523,NewHomeSource.com,Plan-191875487,N,Y,38.816544,-77.0396838
PAST SALE,November-10-2009,Single Family Residential,325 Beverley Dr,Alexandria,VA,22305,1225000,3,3.0,BEVERLEY HILLS,4212,16934,1950,8,291,,Pending,,,https://www.redfin.com/VA/Alexandria/325-Beverly-Dr-22305/home/11849149,BRIGHT MLS,VAAX2011620,N,Y,38.834452,-77.069381
MLS Listing,,Single Family Residential,4304 Upland Dr,Alexandria,VA,22310,1200000,5,3.5,CLEARMONT,5012,31916,2004,5,239,,Active,,,https://www.redfin.com/VA/Alexandria/4304-Upland-Dr-22310/home/9845662,BRIGHT MLS,VAFX2072576,N,Y,38.801119,-77.1072105
MLS Listing,,Condo/Co-op,737 Swann Ave Unit TWO-111,Alexandria,VA,22301,1200000,3,2.5,POTOMAC YARD,1781,,2022,94,674,1890,Contingent,,,https://www.redfin.com/VA/Alexandria/737-Swann-Ave-22301/unit-TWO-111/home/178491626,BRIGHT MLS,VAAX2009018,N,Y,38.8293894,-77.0502802
MLS Listing,,Single Family Residential,7829 Schelhorn Rd,Alexandria,VA,22306,1200000,6,5.0,HYBLA VALLEY FARMS,5254,18820,2006,95,228,,Active,,,https://www.redfin.com/VA/Alexandria/7829-Schelhorn-Rd-22306/home/9816473,BRIGHT MLS,VAFX2052950,N,Y,38.7438986,-77.0760082
MLS Listing,,Townhouse,529 S Fairfax St,Alexandria,VA,22314,1200000,2,2.5,OLD TOWN ALEXANDRIA,1836,756,1900,19,654,,Active,June-11-2022 01:00 PM,June-11-2022 03:00 PM,https://www.redfin.com/VA/Alexandria/529-S-Fairfax-St-22314/home/11842388,BRIGHT MLS,VAAX2013268,N,Y,38.7991611,-77.0438701
PAST SALE,September-12-1979,Single Family Residential,107 W Bellefonte Ave,Alexandria,VA,22301,1199999,3,3.5,DEL RAY,3584,5750,1934,35,335,,Pending,,,https://www.redfin.com/VA/Alexandria/107-W-Bellefonte-Ave-22301/home/11846792,BRIGHT MLS,VAAX2011142,N,Y,38.8228625,-77.0652158
PAST SALE,November-2-2020,Single Family Residential,7116 Marlan Dr,Alexandria,VA,22307,1199900,5,3.0,MARLAN FOREST,3613,32821,1959,5,332,,Pending,,,https://www.redfin.com/VA/Alexandria/7116-Marlan-Dr-22307/home/9796095,BRIGHT MLS,VAFX2066648,N,Y,38.7615051,-77.0584926
PAST SALE,July-19-2019,Single Family Residential,8015 Yorktown Dr,Alexandria,VA,22308,1199000,5,4.5,HOLLIN HALL VILLAGE,4625,7150,2012,2,259,,Pending,,,https://www.redfin.com/VA/Alexandria/8015-Yorktown-Dr-22308/home/40294305,BRIGHT MLS,VAFX2070056,N,Y,38.739158,-77.0547149
PAST SALE,April-25-2014,Townhouse,414 Oronoco St,Alexandria,VA,22314,1198000,3,3.5,CHATHAM SQUARE,2371,1024,2005,2,505,187,Pending,,,https://www.redfin.com/VA/Alexandria/414-Oronoco-St-22314/home/11877111,BRIGHT MLS,VAAX2012654,N,Y,38.8090939,-77.0432909
PAST SALE,July-14-2017,Townhouse,117 S Alfred St,Alexandria,VA,22314,1195000,3,2.0,OLD TOWN,2024,2200,1800,6,590,,Pending,,,https://www.redfin.com/VA/Alexandria/117-S-Alfred-St-22314/home/11840756,BRIGHT MLS,VAAX2012236,N,Y,38.8046529,-77.049509
PAST SALE,October-29-2009,Condo/Co-op,1250 S Washington St #417,Alexandria,VA,22314,1195000,3,3.0,PORTO VECCHIO,1877,,1983,3,637,1608,Pending,,,https://www.redfin.com/VA/Alexandria/1250-S-Washington-St-22314/unit-417/home/11868410,BRIGHT MLS,VAAX2009918,N,Y,38.7905151,-77.0499919
PAST SALE,May-10-2019,Townhouse,1011 Duke St,Alexandria,VA,22314,1195000,2,2.5,OLD TOWN ALEXANDRIA,2167,1496,1870,7,551,,Pending,,,https://www.redfin.com/VA/Alexandria/1011-Duke-St-22314/home/160490804,BRIGHT MLS,VAAX2013560,N,Y,38.8034771,-77.0512968
MLS Listing,,Vacant Land,1101 Finley Ln,Alexandria,VA,22304,1195000,,,Alexandria,,47601,,82,,42,Active,,,https://www.redfin.com/VA/Alexandria/1101-Finley-Ln-22304/home/22195652,BRIGHT MLS,VAAX2010480,N,Y,38.821798,-77.112795
PAST SALE,June-18-2019,Single Family Residential,3815 Fort Hill Dr,Alexandria,VA,22310,1189750,5,3.5,PINEBROOK ADDITION TO WI,4365,12605,1979,6,273,,Pending,,,https://www.redfin.com/VA/Alexandria/3815-Fort-Hill-Dr-22310/home/9759449,BRIGHT MLS,VAFX2064008,N,Y,38.7863236,-77.1000176
PAST SALE,July-15-2016,Single Family Residential,1104 Belle Vista Dr,Alexandria,VA,22307,1189000,6,3.5,VILLAMAY,3314,13500,1962,33,359,,Pending,,,https://www.redfin.com/VA/Alexandria/1104-Belle-Vista-Dr-22307/home/9796458,BRIGHT MLS,VAFX2062262,N,Y,38.755248,-77.0518365
MLS Listing,,Condo/Co-op,1201 N Royal St #411,Alexandria,VA,22314,1186000,2,2.0,Alexandria,1448,,2022,252,819,1306,Active,,,https://www.redfin.com/VA/Alexandria/1201-N-Royal-St-22314/unit-411/home/176550233,BRIGHT MLS,VAAX2004360,N,Y,38.8174228,-77.0403898
New Construction Plan,,Condo/Co-op,Residence 411,Alexandria,VA,22314,1186000,2,2.0,Muse Old Town,1448,,,,819,,Active,,,https://www.redfin.com/VA/Alexandria/Muse-Old-Town/Residence-411/home/177867850,NewHomeSource.com,Plan-191944946,N,Y,38.816544,-77.0396838
PAST SALE,December-6-2002,Single Family Residential,110 Stewart Ave,Alexandria,VA,22301,1175000,3,2.5,DEL RAY,2037,7343,1938,6,577,,Pending,,,https://www.redfin.com/VA/Alexandria/110-Stewart-Ave-22301/home/11845188,BRIGHT MLS,VAAX2012546,N,Y,38.8287024,-77.0579979
MLS Listing,,Single Family Residential,5951 Franconia Rd,Alexandria,VA,22310,1175000,5,4.5,KATHMOOR,4210,20908,1948,18,279,,Active,,,https://www.redfin.com/VA/Alexandria/5951-Franconia-Rd-22310/home/9753273,BRIGHT MLS,VAFX2070308,N,Y,38.782735,-77.1408091
PAST SALE,April-3-1997,Single Family Residential,2207 Valley Cir,Alexandria,VA,22302,1175000,4,3.5,TIMBER BRNCH TEMPLE TERR,2184,8706,1948,3,538,,Pending,,,https://www.redfin.com/VA/Alexandria/2207-Valley-Cir-22302/home/11849522,BRIGHT MLS,VAAX2012248,N,Y,38.8235182,-77.0776944
PAST SALE,October-1-1971,Single Family Residential,514 Woodland Ter,Alexandria,VA,22302,1175000,3,2.5,JEFFERSON PARK,2968,9375,1940,5,396,,Pending,,,https://www.redfin.com/VA/Alexandria/514-Woodland-Ter-22302/home/11848593,BRIGHT MLS,VAAX2012432,N,Y,38.8250631,-77.0721185
MLS Listing,,Single Family Residential,1802 Rampart Dr,Alexandria,VA,22308,1175000,5,3.5,COLLNGWOOD SPRNGS,4687,14511,1993,28,251,,Active,,,https://www.redfin.com/VA/Alexandria/1802-Rampart-Dr-22308/home/9821091,BRIGHT MLS,VAFX2062426,N,Y,38.7312211,-77.0612584
MLS Listing,,Single Family Residential,2805 Dartmouth Rd,Alexandria,VA,22314,1170000,4,2.5,CLOVER,2513,9200,1965,6,466,,Active,,,https://www.redfin.com/VA/Alexandria/2805-Dartmouth-Rd-22314/home/11851024,BRIGHT MLS,VAAX2013354,N,Y,38.8110804,-77.0782339
PAST SALE,,Single Family Residential,1114 Westmoreland Rd,Alexandria,VA,22308,1165000,5,4.5,WELLINGTON ESTATES,3750,6250,2022,24,311,,Pending,,,https://www.redfin.com/VA/Alexandria/1114-Westmoreland-Rd-22308/home/162644218,BRIGHT MLS,VAFX2033102,N,Y,38.741027,-77.050548
PAST SALE,August-15-2013,Single Family Residential,3307 Circle Hill Rd,Alexandria,VA,22305,1155000,3,3.0,BEVERLY HILLS,2790,5873,1940,5,414,,Pending,,,https://www.redfin.com/VA/Alexandria/3307-Circle-Hill-Rd-22305/home/11874256,BRIGHT MLS,VAAX2012830,N,Y,38.8361967,-77.0703648
